"NOMBRE","ACTIVIDAD","DIRECCION","X","X.1","origin","DIRECCION.CLEAN","regexp","calle","numero"
"ESQUINA CARLOS GARDEL","MILONGA Y/O TANGUERIA","GARDEL, CARLOS 3200",NA,NA,"D2","gardel carlos 3200","^([a-z ]*)([0-9]+)","gardel carlos","3200"
"EL VIEJO ALMACEN","MILONGA Y/O TANGUERIA","INDEPENDENCIA AV. 303",NA,NA,"D2","independencia av 303","^([a-z ]*)([0-9]+)","independencia av","303"
"MILONGA EL ARRANQUE","MILONGA Y/O TANGUERIA","MITRE, BARTOLOME 1759",NA,NA,"D2","mitre bartolome 1759","^([a-z ]*)([0-9]+)","mitre bartolome","1759"
"GRUPO DE TEATRO ALMA MATE DE FEORES","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","NAZCA AV. Y NEUQUEN",NA,NA,"D2","nazca av y neuquen","","nazca av y neuquen","nazca av y neuquen"
"CASAL DE CATALUNYA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","CHACABUCO 863",NA,NA,"D2","chacabuco 863","^([a-z ]*)([0-9]+)","chacabuco","863"
"EL TEATRO DE FLORES","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","RIVERA INDARTE AV. 129",NA,NA,"D2","rivera indarte av 129","^([a-z ]*)([0-9]+)","rivera indarte av","129"
"CLUB DE AMIGOS DE LA VACA PROFANA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","LAVALLE 3683",NA,NA,"D2","lavalle 3683","^([a-z ]*)([0-9]+)","lavalle","3683"
"CLUB DE TRAPECISTAS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","FERRARI 252",NA,NA,"D2","ferrari 252","^([a-z ]*)([0-9]+)","ferrari","252"
"TEATRO DEL GLOBO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ALVEAR, MARCELO T. DE 1155",NA,NA,"D2","alvear marcelo t de 1155","^([a-z ]*)([0-9]+)","alvear marcelo t de","1155"
"YUPANQUI","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GUAMINI 4512",NA,NA,"D2","guamini 4512","^([a-z ]*)([0-9]+)","guamini","4512"
"SALA LA NAZCA","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","NAZCA AV. 1000",NA,NA,"D2","nazca av 1000","^([a-z ]*)([0-9]+)","nazca av","1000"
"BARTOLOMEO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","MITRE, BARTOLOME 1525",NA,NA,"D2","mitre bartolome 1525","^([a-z ]*)([0-9]+)","mitre bartolome","1525"
"FRAY MOCHO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","PERON, JUAN DOMINGO, TTE. GENERAL 3644",NA,NA,"D2","peron juan domingo tte general 3644","^([a-z ]*)([0-9]+)","peron juan domingo tte general","3644"
"ESPACIO AGUIRRE","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","AGUIRRE 1270",NA,NA,"D2","aguirre 1270","^([a-z ]*)([0-9]+)","aguirre","1270"
"ESPACIO CULTURAL URBANO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","ACEVEDO 460",NA,NA,"D2","acevedo 460","^([a-z ]*)([0-9]+)","acevedo","460"
"VERA VERA TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","VERA 108",NA,NA,"D2","vera 108","^([a-z ]*)([0-9]+)","vera","108"
"ESPACIO INCAA KM2 LA MASCARA","CINE","PIEDRAS 736",NA,NA,"D2","piedras 736","^([a-z ]*)([0-9]+)","piedras","736"
"CINE LORCA","CINE","CORRIENTES AV. 1420",NA,NA,"D2","corrientes av 1420","^([a-z ]*)([0-9]+)","corrientes av","1420"
"ARTE CINEMA ESPACIO INCAA KM3","CINE","SALTA 1620",NA,NA,"D2","salta 1620","^([a-z ]*)([0-9]+)","salta","1620"
"CINEMA CITY GENERAL PAZ","CINE","CABILDO AV. 2702",NA,NA,"D2","cabildo av 2702","^([a-z ]*)([0-9]+)","cabildo av","2702"
"ESPACIO INCAA KM 0 - GAUMONT","CINE","RIVADAVIA AV. 1635",NA,NA,"D2","rivadavia av 1635","^([a-z ]*)([0-9]+)","rivadavia av","1635"
"MUSEO DE LA HISTORIA DE LA MEDICINA ""VICENTE ANIBAL""","MUSEO","URIBURU JOSE E., PRES. 949",NA,NA,"D2","uriburu jose e pres 949","^([a-z ]*)([0-9]+)","uriburu jose e pres","949"
"MAGUNCIA. MUSEO DEL PAPEL, GRABADO Y ESTAMPA.","MUSEO","DON PEDRO DE MENDOZA AV. 1855",NA,NA,"D2","don pedro de mendoza av 1855","^([a-z ]*)([0-9]+)","don pedro de mendoza av","1855"
"MUSEO HISTORICO Y DE LAS TRADICIONES POPULARES DE LA BOCA","MUSEO","DON PEDRO DE MENDOZA AV. 1727",NA,NA,"D2","don pedro de mendoza av 1727","^([a-z ]*)([0-9]+)","don pedro de mendoza av","1727"
"MUSEO GEOGRAFICO Y MUSEO DE CIENCIAS NATURALES ""DR. JUAN B. TERAN Y ""DR. ANGEL GALLARDO""","MUSEO","CATAMARCA 2099",NA,NA,"D2","catamarca 2099","^([a-z ]*)([0-9]+)","catamarca","2099"
"MUSEO ""GENERAL BELGRANO""","MUSEO","SARACHAGA 4906",NA,NA,"D2","sarachaga 4906","^([a-z ]*)([0-9]+)","sarachaga","4906"
"BAR, PELUQUERIA Y BARBERIA LA EPOCA","BAR CULTURAL","GUAYAQUIL 877",NA,NA,"D2","guayaquil 877","^([a-z ]*)([0-9]+)","guayaquil","877"
"BAR VIRASORO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","GUATEMALA 4328",NA,NA,"D2","guatemala 4328","^([a-z ]*)([0-9]+)","guatemala","4328"
"BUKOWSKI BAR","BAR CULTURAL","MITRE, BARTOLOME 1525",NA,NA,"D2","mitre bartolome 1525","^([a-z ]*)([0-9]+)","mitre bartolome","1525"
"LIBRERIA CRACK UP","LIBRERIA","COSTA RICA 4767",NA,NA,"D2","costa rica 4767","^([a-z ]*)([0-9]+)","costa rica","4767"
"GALERIA ARROYO","GALERIA DE ARTE","ARROYO 830",NA,NA,"D2","arroyo 830","^([a-z ]*)([0-9]+)","arroyo","830"
"LA ESQUINA DE ANIBAL TROILO","BAR CULTURAL","PARAGUAY 1500",NA,NA,"D2","paraguay 1500","^([a-z ]*)([0-9]+)","paraguay","1500"
"BAR CAFE LA DAMA DE BOLLINI","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BOLLINI 2281",NA,NA,"D2","bollini 2281","^([a-z ]*)([0-9]+)","bollini","2281"
"LA VIRUTA TANGO","MILONGA Y/O TANGUERIA","ARMENIA 1366",NA,NA,"D2","armenia 1366","^([a-z ]*)([0-9]+)","armenia","1366"
"GALERIA PABELLON 4","GALERIA DE ARTE","URIARTE 1332",NA,NA,"D2","uriarte 1332","^([a-z ]*)([0-9]+)","uriarte","1332"
"CAFE LITERARIO OSVALDO BAYER","BAR CULTURAL","YRIGOYEN, HIPOLITO 1440",NA,NA,"D2","yrigoyen hipolito 1440","^([a-z ]*)([0-9]+)","yrigoyen hipolito","1440"
"CENTRO CULTURAL CASA CABRERA","CENTRO CULTURAL","CABRERA, JOSE A. 3653",NA,NA,"D2","cabrera jose a 3653","^([a-z ]*)([0-9]+)","cabrera jose a","3653"
"CENTRO CULTURAL BARRIAL GENESIS","CENTRO CULTURAL","IBERA 6085",NA,NA,"D2","ibera 6085","^([a-z ]*)([0-9]+)","ibera","6085"
"CENTRO CULTURAL BORGES","CENTRO CULTURAL","VIAMONTE 525",NA,NA,"D2","viamonte 525","^([a-z ]*)([0-9]+)","viamonte","525"
"CENTRO CULTURAL DE LA COOPERACION FLOREAL GORINI","CENTRO CULTURAL","CORRIENTES AV. 1543",NA,NA,"D2","corrientes av 1543","^([a-z ]*)([0-9]+)","corrientes av","1543"
"ESPACIO CULTURAL POMPAPETRIYAZOS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","BRASIL 2800",NA,NA,"D2","brasil 2800","^([a-z ]*)([0-9]+)","brasil","2800"
"CASA DEL NIÑO Y EL ADOLESCENTE","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","JANER, ANA MARIA Y VEDIA, AGUSTIN DE",NA,NA,"D2","janer ana maria y vedia agustin de","","janer ana maria y vedia agustin de","janer ana maria y vedia agustin de"
"BIBLIOTECA DE LA CAMARA ARGENTINA DE LA INDUSTRIA PLASTICA","BIBLIOTECA","SALGUERO, JERONIMO 1939",NA,NA,"D2","salguero jeronimo 1939","^([a-z ]*)([0-9]+)","salguero jeronimo","1939"
"PEÑA LOS CARDONES","PEÑA","BORGES, JORGE LUIS 2180",NA,NA,"D2","borges jorge luis 2180","^([a-z ]*)([0-9]+)","borges jorge luis","2180"
"PEÑA LA BAGUALA","PEÑA","BROWN, ALTE. AV. 736",NA,NA,"D2","brown alte av 736","^([a-z ]*)([0-9]+)","brown alte av","736"
"LA CUMPARCITA TANGO BAR","MILONGA Y/O TANGUERIA","CHILE AV. 302",NA,NA,"D2","chile av 302","^([a-z ]*)([0-9]+)","chile av","302"
"SEÑOR TANGO","MILONGA Y/O TANGUERIA","VIEYTES 1655",NA,NA,"D2","vieytes 1655","^([a-z ]*)([0-9]+)","vieytes","1655"
"PORTEÑO Y BAILARIN","MILONGA Y/O TANGUERIA","RIOBAMBA 345",NA,NA,"D2","riobamba 345","^([a-z ]*)([0-9]+)","riobamba","345"
"CLUB FULGOR DE VILLA CRESPO - PRAKTIKA8 - MILONGA10","MILONGA Y/O TANGUERIA","LOYOLA 828",NA,NA,"D2","loyola 828","^([a-z ]*)([0-9]+)","loyola","828"
"BIBLIOTECA DEL GOETHE INSTITUTO BUENOS AIRES","BIBLIOTECA","CORRIENTES AV. 343",NA,NA,"D2","corrientes av 343","^([a-z ]*)([0-9]+)","corrientes av","343"
"BIBLIOTECA ""EMILIO FRES"" DE LA UNIVERSIDAD MUSEO SOCIAL ARGENTINO","BIBLIOTECA","CORRIENTES AV. 1723",NA,NA,"D2","corrientes av 1723","^([a-z ]*)([0-9]+)","corrientes av","1723"
"CINE MONUMENTAL LAVALLE","CINE","LAVALLE 780",NA,NA,"D2","lavalle 780","^([a-z ]*)([0-9]+)","lavalle","780"
"ATLAS PATIO BULLRICH","CINE","DEL LIBERTADOR AV. 750",NA,NA,"D2","del libertador av 750","^([a-z ]*)([0-9]+)","del libertador av","750"
"CINEMA DEVOTO","CINE","VARELA, JOSE PEDRO 4866",NA,NA,"D2","varela jose pedro 4866","^([a-z ]*)([0-9]+)","varela jose pedro","4866"
"BAR KAFKA","BAR CULTURAL","PARAGUAY 1846",NA,NA,"D2","paraguay 1846","^([a-z ]*)([0-9]+)","paraguay","1846"
"CINE COSMOS (UBA)","CINE","CORRIENTES AV. 2046",NA,NA,"D2","corrientes av 2046","^([a-z ]*)([0-9]+)","corrientes av","2046"
"ASTROBAR","BAR CULTURAL","MEDRANO AV. 950",NA,NA,"D2","medrano av 950","^([a-z ]*)([0-9]+)","medrano av","950"
"ATLAS FLORES","CINE","RIVERA INDARTE AV. 44",NA,NA,"D2","rivera indarte av 44","^([a-z ]*)([0-9]+)","rivera indarte av","44"
"CENTRO CULTURAL E INFORMATIVO DE LA EMBAJADA DE JAPON","CENTRO CULTURAL","PARAGUAY 1127",NA,NA,"D2","paraguay 1127","^([a-z ]*)([0-9]+)","paraguay","1127"
"CENTRO CULTURAL DE ESPAÑA EN BUENOS AIRES","CENTRO CULTURAL","FLORIDA 493",NA,NA,"D2","florida 493","^([a-z ]*)([0-9]+)","florida","493"
"CIRCUITO CULTURAL BARRACAS","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","IRIARTE, GRAL. AV. 2165",NA,NA,"D2","iriarte gral av 2165","^([a-z ]*)([0-9]+)","iriarte gral av","2165"
"ALIANZA FRANCESA DE BUENOS AIRES (SEDE CORDOBA)","CENTRO CULTURAL","CORDOBA AV. 936",NA,NA,"D2","cordoba av 936","^([a-z ]*)([0-9]+)","cordoba av","936"
"ASOCIACION DANTE ALIGHIERI DE BUENOS AIRES (SEDE TUCUMAN)","CENTRO CULTURAL","TUCUMAN 1646",NA,NA,"D2","tucuman 1646","^([a-z ]*)([0-9]+)","tucuman","1646"
"CENTRO CULTURAL ERNESTO SABATO","CENTRO CULTURAL","URIBURU JOSE E., PRES. 763",NA,NA,"D2","uriburu jose e pres 763","^([a-z ]*)([0-9]+)","uriburu jose e pres","763"
"BRITISH ART CENTRE","CENTRO CULTURAL","SUIPACHA 1333",NA,NA,"D2","suipacha 1333","^([a-z ]*)([0-9]+)","suipacha","1333"
"ESPACIO CULTURAL EMBAJADA DEL BRASIL","CENTRO CULTURAL","ARROYO 1142",NA,NA,"D2","arroyo 1142","^([a-z ]*)([0-9]+)","arroyo","1142"
"CENTRO CULTURAL AGRONOMIA","CENTRO CULTURAL","SAN MARTIN AV. 4453",NA,NA,"D2","san martin av 4453","^([a-z ]*)([0-9]+)","san martin av","4453"
"EL COLECTIVO ARTE EN MOVIMIENTO","CENTRO CULTURAL","IBERA 4836",NA,NA,"D2","ibera 4836","^([a-z ]*)([0-9]+)","ibera","4836"
"ALIANZA FRANCESA DE BUENOS AIRES (SEDE GRANADEROS)","CENTRO CULTURAL","GRANADEROS 61",NA,NA,"D2","granaderos 61","^([a-z ]*)([0-9]+)","granaderos","61"
"EL TUNEL CENTRO CULTURAL","CENTRO CULTURAL","BONPLAND 2050",NA,NA,"D2","bonpland 2050","^([a-z ]*)([0-9]+)","bonpland","2050"
"ALIANZA FRANCESA DE BUENOS AIRES (SEDE 11 DE SETIEMBRE)","CENTRO CULTURAL","11 DE SEPTIEMBRE DE 1888 950",NA,NA,"D2","11 de septiembre de 1888 950","^([a-z ]*)([0-9]+)","de septiembre de 1888 950","11 de septiembre de 1888 950"
"CENTRO CULTURAL DEL ESQUINAZO","CENTRO CULTURAL","PERON, JUAN DOMINGO, TTE. GENERAL 1785",NA,NA,"D2","peron juan domingo tte general 1785","^([a-z ]*)([0-9]+)","peron juan domingo tte general","1785"
"ASOCIACION DANTE ALIGHIERI DE BUENOS AIRES (SEDE CABILDO)","CENTRO CULTURAL","CABILDO AV. 2772",NA,NA,"D2","cabildo av 2772","^([a-z ]*)([0-9]+)","cabildo av","2772"
"CENTRO CULTURAL COREANO","CENTRO CULTURAL","DIAZ, CNEL. AV. 2884",NA,NA,"D2","diaz cnel av 2884","^([a-z ]*)([0-9]+)","diaz cnel av","2884"
"CASA NACIONAL DEL BICENTENARIO","CENTRO CULTURAL","RIOBAMBA 985",NA,NA,"D2","riobamba 985","^([a-z ]*)([0-9]+)","riobamba","985"
"CIUDAD CULTURAL KONEX","CENTRO CULTURAL","SARMIENTO 3131",NA,NA,"D2","sarmiento 3131","^([a-z ]*)([0-9]+)","sarmiento","3131"
"CENTRO CULTURAL ISLAMICO","CENTRO CULTURAL","BULLRICH, INT. AV. 55",NA,NA,"D2","bullrich int av 55","^([a-z ]*)([0-9]+)","bullrich int av","55"
"CENTRO CULTURAL ENRIQUE SANTOS DISCEPOLO","CENTRO CULTURAL","RIVAROLA, RODOLFO, DR. 154",NA,NA,"D2","rivarola rodolfo dr 154","^([a-z ]*)([0-9]+)","rivarola rodolfo dr","154"
"CENTRO CULTURAL JOSE INGENIEROS","CENTRO CULTURAL","PARAGUAY 2155",NA,NA,"D2","paraguay 2155","^([a-z ]*)([0-9]+)","paraguay","2155"
"ESPACIO SOCIAL Y CULTURAL COMUNARTE","CENTRO CULTURAL","CASTRO BARROS AV. 236",NA,NA,"D2","castro barros av 236","^([a-z ]*)([0-9]+)","castro barros av","236"
"CENTRO CULTURAL EL SURCO","CENTRO CULTURAL","BOEDO AV. 830",NA,NA,"D2","boedo av 830","^([a-z ]*)([0-9]+)","boedo av","830"
"ASOCIACION DANTE ALIGHIERI DE BUENOS AIRES (SEDE COMODORO MARTIN RIVADAVIA)","CENTRO CULTURAL","RIVADAVIA AV. 6460",NA,NA,"D2","rivadavia av 6460","^([a-z ]*)([0-9]+)","rivadavia av","6460"
"CENTRO CULTURAL MARTIN FIERRO","CENTRO CULTURAL","CHORROARIN AV. 280",NA,NA,"D2","chorroarin av 280","^([a-z ]*)([0-9]+)","chorroarin av","280"
"CENTRO CULTURAL ""FRANCISCO PACO URONDO""","CENTRO CULTURAL","25 DE MAYO 221",NA,NA,"D2","25 de mayo 221","^([a-z ]*)([0-9]+)","de mayo 221","25 de mayo 221"
"CENTRO CULTURAL FACULTAD DE FILOSOFIA Y LETRAS DE LA PONTIFICIA UNIVERSIDAD CATOLICA","CENTRO CULTURAL","MOREAU DE JUSTO, ALICIA AV. 1500",NA,NA,"D2","moreau de justo alicia av 1500","^([a-z ]*)([0-9]+)","moreau de justo alicia av","1500"
"ASOCIACION DANTE ALIGHIERI DE BUENOS AIRES (SEDE MONTES DE OCA)","CENTRO CULTURAL","MONTES DE OCA, MANUEL 501",NA,NA,"D2","montes de oca manuel 501","^([a-z ]*)([0-9]+)","montes de oca manuel","501"
"CASA DE LA CULTURA LOS COMPADRES DEL HORIZONTE","CENTRO CULTURAL","COMBATE DE LOS POZOS 1936",NA,NA,"D2","combate de los pozos 1936","^([a-z ]*)([0-9]+)","combate de los pozos","1936"
"CENTRO CULTURAL EL QUIJOTERO","CENTRO CULTURAL","FIGUEROA, D. APOLINARIO, CORONEL 936",NA,NA,"D2","figueroa d apolinario coronel 936","^([a-z ]*)([0-9]+)","figueroa d apolinario coronel","936"
"CASA POPULAR VIENTOS DEL PUEBLO","CENTRO CULTURAL","IRIGOYEN 2587",NA,NA,"D2","irigoyen 2587","^([a-z ]*)([0-9]+)","irigoyen","2587"
"CENTRO CULTURAL EL QUIJOTE","CENTRO CULTURAL","ARAOZ 176",NA,NA,"D2","araoz 176","^([a-z ]*)([0-9]+)","araoz","176"
"CENTRO CULTURAL EL SURCO DE MATADEROS","CENTRO CULTURAL","OLIDEN 1440",NA,NA,"D2","oliden 1440","^([a-z ]*)([0-9]+)","oliden","1440"
"GRUPO DE TEATRO COMUNITARIO DE POMPEYA","CENTRO CULTURAL","TABARE 1299",NA,NA,"D2","tabare 1299","^([a-z ]*)([0-9]+)","tabare","1299"
"EL CORRALON DE FLORESTA","CENTRO CULTURAL","GAONA AV. 4660",NA,NA,"D2","gaona av 4660","^([a-z ]*)([0-9]+)","gaona av","4660"
"CENTRO CULTURAL ASOCIACION MUTUAL HOMERO MANZI","CENTRO CULTURAL","BELGRANO AV. 3540",NA,NA,"D2","belgrano av 3540","^([a-z ]*)([0-9]+)","belgrano av","3540"
"CENTRO CULTURAL RICARDO ROJAS","CENTRO CULTURAL","CORRIENTES AV. 2038",NA,NA,"D2","corrientes av 2038","^([a-z ]*)([0-9]+)","corrientes av","2038"
"CENTRO CULTURAL UNIVERSITARIO DE LA FACULTAD DE PSICOLOGIA UBA","CENTRO CULTURAL","INDEPENDENCIA AV. 3065",NA,NA,"D2","independencia av 3065","^([a-z ]*)([0-9]+)","independencia av","3065"
"EL TRAILER BAR TEATRO","ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)","SERRANO 1595",NA,NA,"D2","serrano 1595","^([a-z ]*)([0-9]+)","serrano","1595"
"INSTITUTO BIBLIOGRAFICO ""ANTONIO ZINNY""","BIBLIOTECA","TUCUMAN 1958",NA,NA,"D2","tucuman 1958","^([a-z ]*)([0-9]+)","tucuman","1958"
"BIBLIOTECA DE MUSICA ARGENTINA ""BLAS PARERA"". SADAIC","BIBLIOTECA","LAVALLE 1547",NA,NA,"D2","lavalle 1547","^([a-z ]*)([0-9]+)","lavalle","1547"
"INSTITUTO DE HISTORIA DEL ARTE ARGENTINO Y LATINOAMERICANO FACULTAD DE FILOSOFIA Y LETRAS UBA","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","25 DE MAYO 217",NA,NA,"D2","25 de mayo 217","^([a-z ]*)([0-9]+)","de mayo 217","25 de mayo 217"
"BIBLIOTECA DE LA UNIVERSIDAD ARGENTINA DE LA EMPRESA","BIBLIOTECA","LIMA 717",NA,NA,"D2","lima 717","^([a-z ]*)([0-9]+)","lima","717"
"BIBLIOTECA ESTEBAN ECHEVERRIA DE LA LEGISLATURA PORTEÑA","BIBLIOTECA","PERU 160",NA,NA,"D2","peru 160","^([a-z ]*)([0-9]+)","peru","160"
"ASAMBLEA PERMANENTE POR LOS DERECHOS HUMANOS","ARCHIVO","CALLAO AV. 569",NA,NA,"D2","callao av 569","^([a-z ]*)([0-9]+)","callao av","569"
"FUNDACION KONRAD ADENAUER","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","SUIPACHA 1175",NA,NA,"D2","suipacha 1175","^([a-z ]*)([0-9]+)","suipacha","1175"
"INSTITUTO DE TEORIA E HISTORIA DEL ARTE ""JULIO E. PAYRO"" - CENTRO DE INVESTIGACION","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","25 DE MAYO 217",NA,NA,"D2","25 de mayo 217","^([a-z ]*)([0-9]+)","de mayo 217","25 de mayo 217"
"BIBLIOTECA DEL CONGRESO DE LA NACION","BIBLIOTECA","ALSINA, ADOLFO 1835",NA,NA,"D2","alsina adolfo 1835","^([a-z ]*)([0-9]+)","alsina adolfo","1835"
"BIBLIOTECA DE LA UNIVERSIDAD ARGENTINA JOHN F. KENNEDY","BIBLIOTECA","RIOBAMBA 157",NA,NA,"D2","riobamba 157","^([a-z ]*)([0-9]+)","riobamba","157"
"INSTITUTO DE LINGUISTICA Y BIBLIOTECA DE LA FACULTAD DE FILOSOFIA Y LETRAS (UBA)","BIBLIOTECA","25 DE MAYO 217",NA,NA,"D2","25 de mayo 217","^([a-z ]*)([0-9]+)","de mayo 217","25 de mayo 217"
"BIBLIOTECA DEL CENTRO DE ESTUDIOS DE ESTADO Y SOCIEDAD (CEDES)","BIBLIOTECA","SANCHEZ DE BUSTAMANTE 27",NA,NA,"D2","sanchez de bustamante 27","^([a-z ]*)([0-9]+)","sanchez de bustamante","27"
"BIBLIOTECA REVERENDO PADRE GUILLERMO FURLONG SJ. UNIVERSIDAD DEL SALVADOR","BIBLIOTECA","PERON, JUAN DOMINGO, TTE. GENERAL 1818",NA,NA,"D2","peron juan domingo tte general 1818","^([a-z ]*)([0-9]+)","peron juan domingo tte general","1818"
"BIBLIOTECA DE LA ESCUELA NORMAL SUPERIOR NRO 3 BERNARDINO RIVADAVIA","BIBLIOTECA","BOLIVAR 1235",NA,NA,"D2","bolivar 1235","^([a-z ]*)([0-9]+)","bolivar","1235"
"SERVICIO PAZ Y JUSTICIA - CENTRO DE DOCUMENTACION.","ARCHIVO","PIEDRAS 730",NA,NA,"D2","piedras 730","^([a-z ]*)([0-9]+)","piedras","730"
"BIBLIOTECA DE LA FUNDACION PODER CIUDADANO","BIBLIOTECA","PIEDRAS 574",NA,NA,"D2","piedras 574","^([a-z ]*)([0-9]+)","piedras","574"
"ARCHIVO NACIONAL DE LA MEMORIA","ARCHIVO","DEL LIBERTADOR AV. 8151",NA,NA,"D2","del libertador av 8151","^([a-z ]*)([0-9]+)","del libertador av","8151"
"BIBLIOTECA SAN BENITO ABAD DE LA UNIVERSIDAD CATOLICA ARGENTINA","BIBLIOTECA","MOREAU DE JUSTO, ALICIA AV. 1300",NA,NA,"D2","moreau de justo alicia av 1300","^([a-z ]*)([0-9]+)","moreau de justo alicia av","1300"
"BIBLIOTECA ""ENRIQUE PRINS"" DEL INSTITUTO UNIVERSITARIO NACIONAL DEL ARTE","BIBLIOTECA","ESPAÃ‘A AV. 1701",NA,NA,"D2","espaaa av 1701","^([a-z ]*)([0-9]+)","espaaa av","1701"
"BIBLIOTECA LEOPOLDO TETTAMANTI","BIBLIOTECA","ROCA, JULIO A., PRESIDENTE AV. 651",NA,NA,"D2","roca julio a presidente av 651","^([a-z ]*)([0-9]+)","roca julio a presidente av","651"
"BIBLIOTECA DE LA COMISION NACIONAL DE COMUNICACIONES","BIBLIOTECA","MEXICO 571",NA,NA,"D2","mexico 571","^([a-z ]*)([0-9]+)","mexico","571"
"BIBLIOTECA DEL INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS (INDEC)","BIBLIOTECA","ROCA, JULIO A., PRESIDENTE AV. 609",NA,NA,"D2","roca julio a presidente av 609","^([a-z ]*)([0-9]+)","roca julio a presidente av","609"
"CENTRO DE DOCUMENTACION E INVESTIGACION ARQUITECTURA PUBLICA","ARCHIVO","PASEO COLON AV. 171",NA,NA,"D2","paseo colon av 171","^([a-z ]*)([0-9]+)","paseo colon av","171"
"BIBLIOTECA DEL CONSEJO NACIONAL DE LA MUJER","BIBLIOTECA","PASEO COLON AV. 275",NA,NA,"D2","paseo colon av 275","^([a-z ]*)([0-9]+)","paseo colon av","275"
"BIBLIOTECA DE LA UNIVERSIDAD TECNOLOGICA NACIONAL","BIBLIOTECA","MEDRANO AV. 951",NA,NA,"D2","medrano av 951","^([a-z ]*)([0-9]+)","medrano av","951"
"INSTITUTO UNIVERSITARIO ESCUELA SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS","BIBLIOTECA","URIARTE 2472",NA,NA,"D2","uriarte 2472","^([a-z ]*)([0-9]+)","uriarte","2472"
"BIBLIOTECA DE LA DIRECCION NACIONAL DE VIALIDAD","BIBLIOTECA","ROCA, JULIO A., PRESIDENTE AV. 734",NA,NA,"D2","roca julio a presidente av 734","^([a-z ]*)([0-9]+)","roca julio a presidente av","734"
"UNIVERSIDAD DE FLORES, FACULTAD DE PLANEAMIENTO SOCIOAMBIENTAL Y FACULTAD DE PSICOLOGIA Y CIENCIAS SOCIALES","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","PEDERNERA 275",NA,NA,"D2","pedernera 275","^([a-z ]*)([0-9]+)","pedernera","275"
"UNIVERSIDAD DE LA MARINA MERCANTE, FACULTAD DE JURIDICAS, SOCIALES Y DE LA COMUNICACION.","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","RIVADAVIA AV. 2258",NA,NA,"D2","rivadavia av 2258","^([a-z ]*)([0-9]+)","rivadavia av","2258"
"INSTITUTO SUPERIOR DE FORMACION ARTISTICA DE ARTES AUDIOVISUALES ""LOLA MORA""","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","SOLDADO DE LA FRONTERA AV. 5155",NA,NA,"D2","soldado de la frontera av 5155","^([a-z ]*)([0-9]+)","soldado de la frontera av","5155"
"UNIVERSIDAD DE BELGRANO, FACULTAD DE HUMANIDADES Y ARQUITECTURA Y URBANIMO","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","ZABALA 1837",NA,NA,"D2","zabala 1837","^([a-z ]*)([0-9]+)","zabala","1837"
"UNIVERSIDAD DEL MUSEO SOCIAL ARGENTINO, FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","CORRIENTES AV. 1723",NA,NA,"D2","corrientes av 1723","^([a-z ]*)([0-9]+)","corrientes av","1723"
"UNIVERSIDAD DEL MUSEO SOCIAL ARGENTINO, FACULTAD DE ARTES","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","SARMIENTO 1565",NA,NA,"D2","sarmiento 1565","^([a-z ]*)([0-9]+)","sarmiento","1565"
"INSTITUTO SUPERIOR SANTA ANA","ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)","DEL LIBERTADOR AV. 6155",NA,NA,"D2","del libertador av 6155","^([a-z ]*)([0-9]+)","del libertador av","6155"
