NOMBRE	ACTIVIDAD	DIRECCION		
LIBRERIA NADIR. SUCURSAL LAS HERAS.	LIBRERIA	LAS HERAS, GENERAL 1702		
LIBRERIA NADIR. SUCURSAL SCALABRINI ORTIZ.	LIBRERIA	SCALABRINI ORTIZ, RAUL AV. 274		
LIBRERIA NADIR. SUCURSAL AV. CABILDO.	LIBRERIA	CABILDO AV. 1786		
LIBRERIA NADIR. SUCURSAL BRASIL.	LIBRERIA	BRASIL 1128		
LA OFERTA (SUCURSAL RIVADAVIA)	LIBRERIA	RIVADAVIA AV. 1711		
LIBRERIA YENNY. SUCURSAL ACOYTE.	LIBRERIA	ACOYTE AV. 44		
LIBRERIA YENNY. SUCURSAL AV. SANTA FE.	LIBRERIA	SANTA FE AV. 3253		
LIBRERIA YENNY. SUCURSAL ARCE.	LIBRERIA	ARCE 940		
PARQUE DE LA MEMORIA	CENTRO CULTURAL	OBLIGADO RAFAEL, AV.COSTANERA 6745		
CULTURA TANGUERA	MILONGA Y/O TANGUERIA	RIVADAVIA AV. 1392		
LA ISLA FM 89.9	RADIO LOCAL (AM Y FM)	SALGUERO, JERONIMO 2745		
CENTRO CULTURAL HORUS	CENTRO CULTURAL	CALVO, CARLOS Y TACUARI		
ASOCIACION CULTURAL ARMENIA	CENTRO CULTURAL	ARMENIA 1366		
CENTRO DE DIFUSION DE LA BUENA PRENSA	EDITORIAL	AYACUCHO 230		
BONUM	EDITORIAL	CORRIENTES AV. 6687		
BONSAI EDITORIAL	EDITORIAL	ELCANO AV. 3316		
DERECHO COOPERATIVO Y MUTUAL DCYM	EDITORIAL	BOGOTA 103		
EDICIONES AQUILINA	EDITORIAL	BALBIN, RICARDO, DR. AV. 2419		
EDITORIAL CCC EDUCANDO	EDITORIAL	GUIRALDES, INT. 2620		
PICTUS	EDITORIAL	MOZART 2370		
EDICIONES RAP	EDITORIAL	TALCAHUANO 638		
ELOISA CARTONERA	EDITORIAL	VALLE, ARISTOBULO DEL 666		
CAPITAL INTELECTUAL	EDITORIAL	PARAGUAY 1535		
EDITORIAL QUADRATA	EDITORIAL	CORRIENTES AV. 1471		
BARRY EDITORIAL	EDITORIAL	TALCAHUANO 638		
BIOCOLOR SRL	EDITORIAL	MONTAÃ‘ESES 2555		
BIFRONTE EDITORES	EDITORIAL	ECHEVERRIA 2492		
ACERCANDONOS MOVIMIENTO CULTURAL	EDITORIAL	COCHABAMBA 894		
EDICIONES CAMPO ESTRELLADO	EDITORIAL	LIBERTAD 567		
NUEVA VISION EDICIONES	EDITORIAL	TUCUMAN 3748		
EDITORIAL PENIEL	EDITORIAL	BOEDO 25		
EDICIONES SB	EDITORIAL	YAPEYU 283		
GRUPO CONVERGENCIA	EDITORIAL	BELGRANO AV. 680		
EDITORES DEL PUERTO	EDITORIAL	CORRIENTES AV. 1515		
DUNKEN EDITORIAL	EDITORIAL	AYACUCHO 355		
DEL ECLISE EDICIONES	EDITORIAL	ALVAREZ, JULIAN 841		
DEL DRAGON EDICIONES	EDITORIAL	MITRE, EMILIO 71		
DEL CANDIL EDICIONES	EDITORIAL	ESTEVEZ, JOSE, ING. 2184		
EDICIONES BIEBEL	EDITORIAL	BIEDMA, JOSE JUAN 1005		
EDITORIAL MUCHO GUSTO	EDITORIAL	MOREAU DE JUSTO, ALICIA AV. 2030		
URBE MULTIMEDIA	EDITORIAL	LORETO, VIRREY 3225		
EDICIONES CICCUS (CENTRO DE INTEGRACION, COMUNICACION, CULTURA Y SALUD)	EDITORIAL	MEDRANO AV. 288		
GRUPO EDAF EDICIONES ALGABA	EDITORIAL	CHILE 2222		
INSTITUTO DE PENSAMIENTO SOCIALISTA	EDITORIAL	RIOBAMBA 144		
EDITORIAL DE LA PALABRA DE DIOS	EDITORIAL	24 DE NOVIEMBRE 1212		
COLISION LIBROS	EDITORIAL	JUNIN 1616		
EDIMED SRL	EDITORIAL	PARAGUAY 2019		
AGEBE LIBROS	EDITORIAL	BOEDO AV. 1016		
DEL AULA TALLER EDICIONES	EDITORIAL	SAN BLAS 5421		
DE MENTE EDICIONES	EDITORIAL	CORRIENTES AV. 1312		
DE DIOS GUIAS DE VIAJE	EDITORIAL	TACUARI 131		
EDICIONES BIENVENIDAS	EDITORIAL	BELGRANO AV. 367		
D&D EDICIONES	EDITORIAL	ALSINA, ADOLFO 1535		
DEL NUEVO EXTREMO GRUPO EDITORIAL	EDITORIAL	CARRANZA, ANGEL JUSTINIANO 1852		
DEL SOL EDICIONES	EDITORIAL	CALLAO AV. 737		
EDICIONES DESDE LA GENTE	EDITORIAL	CORRIENTES AV. 1543		
DISTRIBUCIONES DEL FUTURO	EDITORIAL	PARACAS 59		
DOCENCIA SA	EDITORIAL	AGUERO 2260		
CAJA NEGRA EDITORA	EDITORIAL	AGUIRRE 1153		
CLASE TURISTA EDITORIAL	EDITORIAL	BONPLAND 1135		
EDITORIAL ENTROPIA	EDITORIAL	CESPEDES 3800		
LIBROS DE LA ARAUCAURIA	EDITORIAL	CASEROS AV. 410		
GZ EDITORES	EDITORIAL	PERU 457		
RETINA EDITORES	EDITORIAL	HIDALGO 775		
GOURMET MUSICAL EDICIONES	EDITORIAL	RUGGIERI, SILVIO L. 2733		
12(NTES)	EDITORIAL	JUSTO, JUAN B. AV. 4609		
CALESITA DE LA PLAZA ECHEVERRIA	CALESITA	NAHUEL HUAPI Y BAUNESS		
COMPAÑIA ARTISTICA ARCO IRIS	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	VENEZUELA 4001		
LO DE GUIDI	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	RIOBAMBA 359		
EL OJO	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	PERON, JUAN DOMINGO, TTE. GENERAL 2115		
CENTRO DE ESTUDIOS ARTISTICOS	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	CUENCA 3473		
GALERIA SCHLIFKA MOLINA ARTE	GALERIA DE ARTE	GORRITI 4829		
1/2 MUNDO CLUB DE ARTE	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	YRIGOYEN, HIPOLITO 2148		
CENTRO CULTURAL RAICES	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	AGRELO 3045		
GALPON V	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	VELEZ SARSFIELD AV. 218		
EL CARROMATO (SALA MOVIL)	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	ECHEVERRIA 2083		
CENTRO CULTURAL G.I.T.	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	CASTRO BARROS 1046		
CINE TEATRO BROWN	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	BROWN, ALTE. AV. 1375		
CENTRO LATINOAMERICANO DE CREACION E INVESTIGACION TEATRAL (CELCIT)LCIT	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	MORENO 431		
"TEATRO ESTUDIO ""EL CUERVO"""	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	SANTIAGO DEL ESTERO 433		
MIMOTEATRO ESCOBAR-LERCHUNDI	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	DEFENSA 611		
TEATRO LA RANCHERIA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	MEXICO 1152		
EL BUHO	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	TACUARI 215		
SILENCIO DE NEGRAS	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	SAENZ PE�A, LUIS, PRES. 663		
DEL VIEJO PALERMO	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	CABRERA, JOSE A. 5567		
FUNDACION MITICA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	THAMES 2078		
LA MARAVILLOSA. CASA DE ARTE.	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	MEDRANO 1360		
LA COMEDIA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	RODRIGUEZ PE�A 1062		
GRAN REX	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	CORRIENTES AV. 857		
INSTITUTO NACIONAL DE ESTUDIOS DE TEATRO	MUSEO	SANTA FE AV. 1243		
INSTITUTO ESPACIO PARA LA MEMORIA	MUSEO	SAENZ PE�A, LUIS, PRES. 457		
MUSEO ANCONETANI DEL ACORDEON	MUSEO	GUEVARA 492		
MUSEO DE LA BALANZA	MUSEO	CALIFORNIA 2000		
MUSEO DE LAS ESCUELAS	MUSEO	PASEO COLON AV. 1318		
MUSEO MEMORIAS DE SAN JUAN EVANGELISTA	MUSEO	OLAVARRIA 486		
MUSEO CASA DE LA MONEDA. SOCIEDAD DEL ESTADO.	MUSEO	ANTARTIDA ARGENTINA AV. Y CASTILLO, RAMON S., PRES. AV.		
MUSEO DE BOMBEROS VOLUNTARIOS DE LA BOCA	MUSEO	BRANDSEN 567		
MUSEO DE LA DIPLOMACIA ARGENTINA	MUSEO	ARENALES 761		
MUSEO DE LA IGLESIA PARROQUIAL SAN PEDRO GONZALEZ TELMO Y SU CLAUSTRO HISTORICO	MUSEO	HUMBERTO 1 340		
MUSEO DE LA SOCIEDAD ARGENTINA DE ESCRITORES	MUSEO	MEXICO 524		
ACADEMIA NACIONAL DE LA HISTORIA DE LA REPUBLICA ARGENTINA	MUSEO	BALCARCE 139		
MUSEO ETNOGRAFICO DE LAS OBRAS MISIONALES PONTIFICIAS	MUSEO	MEDRANO AV. 735		
MUSEO HISTORICO DE LA HONORABLE CAMARA DE DIPUTADOS	MUSEO	MITRE, BARTOLOME 2085		
MUSEO DE LA INMIGRACION Y EX HOTEL DE INMIGRANTES	MUSEO	ANTARTIDA ARGENTINA AV. 1355		
MUSEO HISTORICO DEL REGIMIENTO GRANADEROS A CABALLO GENERAL SAN MARTIN	MUSEO	CAMPOS, LUIS M. AV. 554		
MUSEO PENITENCIARIO ARGENTINO ANTONIO BALLVE	MUSEO	HUMBERTO 1 378		
MUSEO HISTORICO DEL HOSPITAL RIVADAVIA	MUSEO	LAS HERAS GENERAL AV. 2670		
MUSEO DE LA LUZ	MUSEO	BOYACA 1553		
MUSEO DE LA PSICOLOGIA EXPERIMENTAL EN ARGENTINA ?DR. HORACIO G. PIÑERO?	MUSEO	INDEPENDENCIA AV. 3065		
MUSEO DE MARCAPASOS Y PRECURSORES DE LA MEDICINA MODERNA	MUSEO	CATAMARCA 536		
MUSEO DE PATOLOGIA DE LA UNIVERSIDAD DE BUENOS AIRES	MUSEO	URIBURU JOSE E., PRES. 950		
MUSEO Y OBSERVATORIO DEL COLEGIO SAN JOSE	MUSEO	MITRE, BARTOLOME 2455		
MUSEO DE TIRO FEDERAL	MUSEO	DEL LIBERTADOR AV. 6935		
MUSEO FORENSE DE LA MORGUE JUDICIAL	MUSEO	JUNIN 760		
MUSEO TECNOLOGICO EDUARDO LATZINA	MUSEO	PASEO COLON AV. 650		
MUSEO Y CENTRO DE ESTUDIOS HISTORICOS DE LA FACULTAD DE ODONTOLOGIA DE BUENOS AIRES DE LA UNIVERSIDAD DE BUENOS AIRES	MUSEO	ALVEAR, MARCELO T. DE 2142		
MUSEO DEL AUTOMOVIL CLUB ARGENTINO	MUSEO	DEL LIBERTADOR AV. 1850		
COLECCION DE ARTE AMALIA LACROZE DE FORTABAT	MUSEO	COSSETTINI, OLGA 141		
MUSEO AL AIRE LIBRE DE ARTISTAS PLASTICOS DE CAMINITO	MUSEO	CAMINITO Y ARAOZ DE LAMADRID, GREGORIO, GRAL.		
MUSEO DE ARTE CONTEMPORANEO BUENOS AIRES (MACBA)	MUSEO	SAN JUAN AV. 328		
MUSEO DE MAGDA FRANK	MUSEO	VEDIA 3546		
MUSEO LIBERO BADII	MUSEO	11 DE SEPTIEMBRE DE 1888 1990		
GALERIA AZUR	GALERIA DE ARTE	CALLAO AV. 1701		
FUNDACION LEBENSOHN	ESPACIO DE FORMACION (CARRERAS, SEMINARIOS Y TALLERES)	HORNOS, GRAL. 238		
AARS LIBREROS	LIBRERIA	LARREA 938		
ACME AGENCY. SUCURSAL ARENALES.	LIBRERIA	ARENALES 885		
ACME AGENCY. SUCURSAL CAMACUA.	LIBRERIA	CAMACUA 87		
AGUMALU	LIBRERIA	PERON, JUAN DOMINGO, TTE. GENERAL 2187		
ALBERTO PEREMIANSKY	LIBRERIA	CORDOBA AV. 2586		
ALIEN LIBROS	LIBRERIA	CORRIENTES AV. 1833		
ALMAGESTO	LIBRERIA	RODRIGUEZ PE�A 554		
ANDRES BELLO - TIENDA DE LIBROS	LIBRERIA	GORRITI 5204		
LIBRERIA ANTIGONA. SUCURSAL AV. CORRIENTES.	LIBRERIA	CORRIENTES AV. 1555		
LIBRERIA ANTIGONA. SUCURSAL AV. SANTA FE.	LIBRERIA	SANTA FE AV. 1654		
LIBRERIA ANTIGONA. SUCURSAL LAS HERAS.	LIBRERIA	LAS HERAS GENERAL AV. 2597		
LIBRERIA ANTIGONA. SUCURSAL CERRITO.	LIBRERIA	CERRITO 1128		
EDICIONES ARGENTINIDAD	EDITORIAL	FLORIDA 860		
ARLEQUIN LIBROS	LIBRERIA	JUNCAL 3404		
ARUNCO	LIBRERIA	COMBATE DE LOS POZOS 131		
ATHENAS	LIBRERIA	BIEDMA, JOSE JUAN 911		
BERNIE	LIBRERIA	MONTEVIDEO 295		
BOOKS	LIBRERIA	ALBERDI, JUAN BAUTISTA AV. 719		
MENDEZ GOMEZ	LIBRERIA	RIVADAVIA AV. 1623		
CALIGARI	LIBRERIA	BOGOTA 101		
LA REVISTERIA COMICS	LIBRERIA	CORRIENTES AV. 1388		
CANTERVILLE LIBROS	LIBRERIA	CONGRESO 2365		
CASASSA Y LORENZO LIBREROS. SUCURSAL PEDRO MORAN.	LIBRERIA	MORAN, PEDRO 3254		
CATERVA LIBROS	LIBRERIA	ESMERALDA 887		
CIENCIA Y TECNICA SERVICIOS BIBLIOGRAFICOS	LIBRERIA	TACUARI 1334		
CIENTIFICA INTERAMERICANA	LIBRERIA	ALVEAR, MARCELO T. DE 2147		
CINCO ESQUINAS	LIBRERIA	LIBERTAD 1293		
CINE SI	LIBRERIA	GIUFFRA, JOSE M.,DR. 311		
CLARETIANA EDITORIAL. SUCURSAL RODRIGUEZ PEÑA.	LIBRERIA	RODRIGUEZ PE�A 898		
CLARETIANA EDITORIAL. SUCURSAL ARAOZ.	LIBRERIA	ARAOZ 2968		
CLUB BURTON	LIBRERIA	ESTADOS UNIDOS 700		
CLUB DEL COMIC. SUCURSAL MARCELO T. DE ALVEAR.	LIBRERIA	ALVEAR, MARCELO T. DE 2002		
CLUB DEL COMIC. SUCURSAL MONTEVIDEO.	LIBRERIA	MONTEVIDEO 255		
CLUB DUMAS LIBROS	LIBRERIA	CORRIENTES AV. 1676		
COBRA. PEQUEÑA LIBRERIA.	LIBRERIA	ARANGUREN, JUAN F., DR. 150		
CONAS LIBROS	LIBRERIA	MITRE, BARTOLOME 2095		
LIBRERIA CONCENTRA	LIBRERIA	MONTEVIDEO 938		
LIBRERIA CONCENTRA. SUCURSAL CIUDAD UNIVERSITARIA.	LIBRERIA	GUIRALDES, INT. 2620		
CONRADO LIBROS	LIBRERIA	SAN MARTIN AV. 4521		
LA FABRICA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	PERU 442		
ZAFRA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	SARMIENTO 3096		
VUELA EL PEZ	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	CORDOBA AV. 4379		
LA CASA DEL ARBOL	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	FITZ ROY 2483		
LA OREJA NEGRA	ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)	URIARTE 1271		
CONTEXTO	LIBRERIA	BOCAYUVA, QUINTINO 22		
CP67 LIBRERIA TECNICA. SUCURSAL FLORIDA.	LIBRERIA	FLORIDA 683		
CP67 LIBRERIA TECNICA. SUCURSAL CIUDAD UNIVERSITARIA.	LIBRERIA	GUIRALDES, INT. 2620		
CRIME LIBROS	LIBRERIA	LAVALLE 985		
CRISMAR LIBROS	LIBRERIA	ALVAREZ JONTE AV. 4849		
CUEVA LIBROS	LIBRERIA	SARMIENTO 1566		
CULTURA LIBROS	LIBRERIA	LAS HERAS GENERAL AV. 3000		
D ARTAGNAN	LIBRERIA	AYACUCHO 455		
DE LA AVENIDA	LIBRERIA	DE MAYO AV. 924		
DE LA PAZ	LIBRERIA	ESTADOS UNIDOS 689		
DE LAS CIENCIAS	LIBRERIA	PARAGUAY 1363		
DE LAS LUCES	LIBRERIA	DE MAYO AV. 979		
DE LOS CUATRO VIENTOS. SUCURSAL BALCARCE.	LIBRERIA	BALCARCE 1053		
DE LOS CUATRO VIENTOS. SUCURSAL VENEZUELA.	LIBRERIA	REPUBLICA BOLIVARIANA DE VENEZUELA 726		
DEL AYER	LIBRERIA	CIUDAD DE LA PAZ 1403		
LIBRERIA DEL SOL	LIBRERIA	ESPINOSA 2393		
LIBRERIA DEL SUBURBIO	LIBRERIA	SAN JUAN AV. Y BOEDO AV.		
DEL SUR ANTICUARIOS	LIBRERIA	BOLIVAR 770		
LIBRERIA DEL VIRREY	LIBRERIA	LORETO, VIRREY 2407		
DELFOS LIBROS. SUCURSAL ELCANO.	LIBRERIA	ELCANO AV. 3258		
DEVA'S. SUCURSAL CORRIENTES.	LIBRERIA	CORRIENTES AV. 1752		
DEVA'S. SUCURSAL HONDURAS.	LIBRERIA	HONDURAS 4739		
DEVA'S. SUCURSAL SANTA FE.	LIBRERIA	SANTA FE AV. 1998		
DEVA'S. SUCURSAL JURAMENTO.	LIBRERIA	JURAMENTO AV. 2307		
DEVA'S. SUCURSAL ACOYTE.	LIBRERIA	ACOYTE AV. 70		
DEVA'S. SUCURSAL SAN JUAN.	LIBRERIA	SAN JUAN AV. 777		
DIMAR EDITORA	LIBRERIA	TRIUNVIRATO AV. 3523		
DISTAL LIBROS. SUCURSAL GUIDO.	LIBRERIA	GUIDO 1990		
EDILYR	LIBRERIA	TUCUMAN 1685		
EDUCALIBROS. SUCURSAL MALABIA.	LIBRERIA	MALABIA 2260		
EDUCALIBROS. SUCURSAL CHARCAS.	LIBRERIA	CHARCAS 4623		
EL ALEPH LIBROS	LIBRERIA	RIVADAVIA AV. 3972		
EL ALMACEN LIBROS	LIBRERIA	TALCAHUANO 231		
EL BANQUETE. SUCURSAL LA PAMPA.	LIBRERIA	LA PAMPA 2516		
EL GUALEGUAY LIBROS	LIBRERIA	PACHECO 2251		
EL INCUNABLE	LIBRERIA	MONTEVIDEO 1519		
EL JAGUEL	LIBRERIA	FLORIDA 835		
EL MILAGROSO	LIBRERIA	CUZCO 149		
EL PERSEGUIDOR	LIBRERIA	CORRIENTES AV. 1718		
EL RUFIAN MELANCOLICO	LIBRERIA	BOLIVAR 857		
EL VENTANAL	LIBRERIA	FLORIDA 835		
EL VITRAL	LIBRERIA	MONTEVIDEO 108		
EN EL CAMINO LIBROS. SUCURSAL BORGES.	LIBRERIA	BORGES, JORGE LUIS 1664		
EN EL CAMINO LIBROS. SUCURSAL CORRIENTES.	LIBRERIA	CORRIENTES AV. 1131		
ENCUENTRO SUDESTE	LIBRERIA	CORRIENTES AV. 1773		
ENLACE PORRUA S.A.	LIBRERIA	TUCUMAN 927		
ENTRE LINEAS	LIBRERIA	CUENCA 3375		
EPIFANIA LIBROS	LIBRERIA	LAVALLE 1910		
ESPACIO MOEBIUS	LIBRERIA	BULNES 658		
ESPARTACO. SUCURSAL SAN JUAN.	LIBRERIA	SAN JUAN AV. 2189		
ESPARTACO. SUCURSAL PEÑA.	LIBRERIA	RODRIGUEZ PE�A 130		
FERIA DE LIBROS	LIBRERIA	DE MAYO AV. 637		
FIGUEROA	LIBRERIA	MAIPU 898		
FIN DE SIGLO LIBROS	LIBRERIA	CORRIENTES AV. 1966		
GALERIA BUENOS AIRES	LIBRERIA	FLORIDA 833		
GALERNA LIBROS. SUCURSAL CORRIENTES.	LIBRERIA	CORRIENTES AV. 1743		
GALLO CANTOR	LIBRERIA	CORRIENTES AV. 1382		
GARCIA CAMBEIRO	LIBRERIA	COCHABAMBA 248		
GOLDFINGER	LIBRERIA	ANCASTE 3531		
GOURMAND PLACE	LIBRERIA	RODRIGUEZ PE�A 1182		
GRACIELA LIBROS / BOOK PRESS	LIBRERIA	PIROVANO 111		
GUADALQUIVIR. SUCURSAL MONTEVIDEO.	LIBRERIA	MONTEVIDEO 846		
GUADALQUIVIR. SUCURSAL RODRIGUEZ PEÑA.	LIBRERIA	RODRIGUEZ PE�A 744		
GUADALQUIVIR. SUCURSAL CALLAO.	LIBRERIA	CALLAO AV. 1012		
GUADALQUIVIR. SUCURSAL PARAGUAY.	LIBRERIA	PARAGUAY 1608		
GUADALQUIVIR. SUCURSAL PARANA.	LIBRERIA	PARANA 1017		
GUSTAVO MULTEDO	LIBRERIA	SANCHEZ DE BUSTAMANTE 515		
HAMMURABI	LIBRERIA	TALCAHUANO 440		
ICARO	LIBRERIA	BONPLAND 1562		
IMAGO MUNDI	LIBRERIA	ARROYO 971		
INCUNABLE SRL	LIBRERIA	DE MAYO AV. 637		
JOSE LIBRERIAS	LIBRERIA	SUIPACHA 336		
JUAN BLATON	LIBRERIA	FLORIDA 681		
JUAN ROLDAN	LIBRERIA	FLORIDA 835		
JUNCAL	LIBRERIA	TALCAHUANO 1288		
JURIDICA PUEYRREDON	LIBRERIA	PUEYRREDON AV. 2474		
JURIDICA	LIBRERIA	TALCAHUANO 434		
KIKER LIBROS	LIBRERIA	MITRE, BARTOLOME 2102		
LA ANTORCHA	LIBRERIA	RIVADAVIA AV. 4156		
LA BALLENA	LIBRERIA	DE MAYO AV. 937		
LA CALESITA	LIBRERIA	DE MAYO AV. 769		
LA CATEDRA	LIBRERIA	CORRIENTES AV. 1620		
LA CITA LIBROS	LIBRERIA	CHARCAS 3315		
LA COMPAÑIA DE LOS LIBROS	LIBRERIA	ARENALES 1901		
LA CRUZ DEL SUR	LIBRERIA	FLORIDA 835		
LA CUEVA LIBROS	LIBRERIA	DE MAYO AV. 1127		
LA INTERNACIONAL ARGENTINA	LIBRERIA	PADILLA 865		
LA JABONERIA	LIBRERIA	HUMBERTO 1 805		
LA LEY. SUCURSAL VIAMONTE.	LIBRERIA	VIAMONTE 1534		
LA LIBRE	LIBRERIA	BOLIVAR 646		
LA MAGA	LIBRERIA	GUEMES 3873		
LA OFERTA. SUCURSAL CORRIENTES II.	LIBRERIA	CORRIENTES AV. 1716		
LA PORTEÑA LIBROS	LIBRERIA	JURAMENTO AV. 1705		
LA VIDRIERA DEL LIBRO	LIBRERIA	CORRIENTES AV. 753		
LAS MIL Y UNA HOJAS. SUCURSAL LACROZE.	LIBRERIA	LACROZE, FEDERICO AV. 2219		
LAS MIL Y UNA HOJAS. SUCURSAL BERUTI.	LIBRERIA	BERUTI 3210		
LAS MIL Y UNA HOJAS. SUCURSAL CORDOBA.	LIBRERIA	CORDOBA AV. 960		
LECTURAS Y MELODIAS	LIBRERIA	MITRE, EMILIO 431		
LEER ES MUY BARATO	LIBRERIA	CORRIENTES AV. 1556		
LIBRERIA LEGENDA	LIBRERIA	CHARCAS 3279		
LEONARDO LERNER	LIBRERIA	LAS HERAS GENERAL AV. 2900		
LIBERIA LAJOUANE S.R.L.	LIBRERIA	PACHECO DE MELO, JOSE ANDRES 2036		
LIBRO FILM	LIBRERIA	CORRIENTES AV. 1145		
LIBRO FILM. SUCURSAL SANTA FE.	LIBRERIA	SANTA FE AV. 2450		
LIBROFUTBOL.COM	LIBRERIA	COSSETTINI, OLGA 1112		
LIBROS ALUVION	LIBRERIA	VIAMONTE 989		
LIBROS BALVANERA	LIBRERIA	AZCUENAGA 86		
LIBROS EN RED	LIBRERIA	SANTA FE AV. 1480		
LIBROS LA TEATRAL	LIBRERIA	LACROZE, FEDERICO 1860		
MACONDO LIBROS. SUCURSAL RUGGIERI.	LIBRERIA	RUGGIERI, SILVIO L. 2711		
LOS LIBROS MAS PEQUEÑOS DEL MUNDO	LIBRERIA	LAVALLE 835		
LILITH LIBROS	LIBRERIA	SANTA FE AV. 3753		
LORRAINE	LIBRERIA	CORRIENTES AV. 1513		
LIBRERIA LOS ANGELITOS	LIBRERIA	MONROE 5134		
LOS SIETE PILARES	LIBRERIA	FLORIDA 835		
LUCAS. SUCURSAL CORRIENTES.	LIBRERIA	CORRIENTES AV. 1247		
LUCAS. SUCURSAL URUGUAY.	LIBRERIA	URUGUAY 975		
LUNARIA LIBROS	LIBRERIA	IBERA 1629		
M. V. LIBROS	LIBRERIA	MAZA 912		
MADRE MARAVILLAS DE JESUS	LIBRERIA	ECHEVERRIA 2252		
MARIELA MANZUR	LIBRERIA	DEL LIBERTADOR AV. 7548		
MARTIN FIERRO	LIBRERIA	LOPE DE VEGA AV. 1773		
MARTINEZ	LIBRERIA	JUNIN 941		
MARTYCER. SUCURSAL MONROE I.	LIBRERIA	MONROE 2457		
MARTYCER. SUCURSAL MONROE III.	LIBRERIA	MONROE 5365		
MARTYCER. SUCURSAL MONROE II.	LIBRERIA	MONROE 4957		
MASCARO LIBROS	LIBRERIA	SANTA FE AV. 2928		
MATIAS	LIBRERIA	GASCON 73		
MEDIAPOLIS	LIBRERIA	GUIRALDES, INT. 2620		
MENENDEZ LIBROS	LIBRERIA	PARAGUAY 431		
MERCURIO	LIBRERIA	ROOSEVELT FRANKLIN D. AV. 5033		
MERIDIANA. SUCURSAL RODRIGUEZ PEÑA.	LIBRERIA	RODRIGUEZ PE�A 1034		
MERIDIANA. SUCURSAL RIVADAVIA.	LIBRERIA	RIVADAVIA AV. 5108		
MIREYA	LIBRERIA	FLORIDA 835		
MONK	LIBRERIA	CORRIENTES AV. 1671		
NELIDA DELL AQUILA	LIBRERIA	ALVAREZ THOMAS AV. 3335		
NUESTRA AMERICA	LIBRERIA	CALVO, CARLOS 1599		
NUEVA ERA LIBROS	LIBRERIA	FLORIDA 165		
NUEVA ROMA	LIBRERIA	SANTA FE AV. 2653		
OBEL LIBROS	LIBRERIA	CORRIENTES AV. 1230		
PAIDOS DEL FONDO	LIBRERIA	SANTA FE AV. 1685		
PALUMBO	LIBRERIA	CORRIENTES AV. 5457		
PAMPEANA	LIBRERIA	LIBERTAD 948		
PAN Y TRABAJO	LIBRERIA	CUZCO 150		
PANER	LIBRERIA	LAS HERAS GENERAL AV. 1938		
PAULINAS. SUCURSAL PUEYRREDON.	LIBRERIA	PUEYRREDON AV. 528		
PENELOPE LIBROS	LIBRERIA	SANTA FE AV. 3673		
PETRUS HELIOAGABALA	LIBRERIA	BLANCO ENCALADA 2540		
PORT	LIBRERIA	TALCAHUANO 447		
PROLOGO	LIBRERIA	FLORIDA 835		
PSICODEIA	LIBRERIA	URQUIZA, GRAL. 778		
PUERTA DEL SOL	LIBRERIA	PEDERNERA 88		
PUNTO Y APARTE	LIBRERIA	CORRIENTES AV. 1736		
RAYO ROJO	LIBRERIA	SANTA FE AV. 1670		
RINCON 9. SUCURSAL JUNIN.	LIBRERIA	JUNIN 74		
RINCON DEL ANTICUARIO	LIBRERIA	JUNIN 1270		
RIOS DE AGUA VIVA	LIBRERIA	TALCAHUANO 1211		
ROBERTO WERNER	LIBRERIA	SUCRE, ANTONIO JOSE DE, MCAL. 1180		
LIBRERIA RODRIGUEZ	LIBRERIA	CABILDO AV. 1849		
ROMANO	LIBRERIA	JUNIN 317		
RUDI B. SAZUNIC	LIBRERIA	TREINTA Y TRES ORIENTALES 957		
SAN BENITO	LIBRERIA	VILLANUEVA 955		
SAN JORGE	LIBRERIA	PERON, EVA AV. 5027		
SAN ROMAN	LIBRERIA	3 DE FEBRERO 990		
